Date,regime,regime_prob_0,regime_prob_1,regime_prob_2,regime_prob_3
2019-01-09,1,1.7055256994038345e-34,0.885596646124404,6.155956222276409e-47,0.11440335387570083
2019-01-10,1,6.28640570933359e-35,0.985398294683384,1.258771041196227e-44,0.014601705316838529
2019-01-11,1,7.659160035372748e-36,0.9935348284703518,1.7387478959045873e-43,0.006465171529427908
2019-01-14,1,4.257401137699879e-39,0.9936510720656803,3.1090343302040088e-44,0.006348927933672937
2019-01-15,1,1.225166733914184e-39,0.9924626692539196,1.5283082183250262e-45,0.007537330746727001
2019-01-16,1,1.2018568142351674e-39,0.9851312271771222,3.138556974027318e-45,0.014868772822611523
2019-01-17,1,1.9704159624090586e-41,0.7539359966172828,3.0114088310386575e-41,0.24606400338204204
2019-01-18,3,1.2305125833219492e-34,0.026095856853973667,1.3795175347623825e-51,0.9739041431465836
2019-01-22,3,3.8220383589103645e-37,0.00286712123887742,1.0238604712560155e-57,0.9971328787602908
2019-01-23,3,5.8485214495373725e-39,5.1227534549173246e-05,2.245129365202065e-54,0.9999487724660426
2019-01-24,3,2.7986342179654313e-40,2.7137305153496192e-08,2.427084861368267e-55,0.9999999728624974
2019-01-25,3,4.869033855045108e-38,5.7414617756933876e-08,1.6850685475354106e-56,0.9999999425854201
2019-01-28,3,1.2326213893317532e-40,3.9005671222688545e-08,4.45343641162334e-60,0.999999960993592
2019-01-29,3,1.387293311312239e-39,5.951753548619998e-09,1.4369592157520896e-61,0.9999999940482667
2019-01-30,3,8.82991872929906e-35,6.883106581438006e-07,4.3940357053259764e-60,0.9999993116891897
2019-01-31,3,3.964455443135864e-44,0.020423739922473354,1.7958469310342601e-53,0.9795762600767429
2019-02-01,3,2.2945478903483603e-43,0.07284650625770919,1.1240285468301467e-48,0.9271534937427769
2019-02-04,3,2.4274271936364974e-42,0.2905484302086115,2.4067483222327776e-48,0.7094515697909893
2019-02-05,1,4.1625701509284426e-41,0.866847836740563,2.3631814206633857e-51,0.13315216325958287
2019-02-06,1,2.3875013651537645e-41,0.995939803530016,7.809241975077142e-52,0.004060196469749829
2019-02-07,1,4.893456692063284e-45,0.9994375487797226,2.8860242091475844e-52,0.0005624512202177799
2019-02-08,1,3.79582180027018e-46,0.9997254107972865,6.617328397529402e-50,0.00027458920315946624
2019-02-11,1,2.471495206544297e-46,0.9999607343849033,4.755806713180781e-53,3.926561535741195e-05
2019-02-12,1,1.2614913434461905e-45,0.999990666608838,1.3985243655699224e-51,9.333391872114026e-06
2019-02-13,1,5.9066456518288766e-46,0.9999891618195562,2.872240225564132e-54,1.083817974707445e-05
2019-02-14,1,4.3804945183798387e-44,0.9999999911160558,3.070780203974094e-56,8.883704924619362e-09
2019-02-15,1,4.8113623608415244e-46,0.9999998319181173,4.6380865574943125e-56,1.6808268562382474e-07
2019-02-19,1,1.5638560105540083e-45,0.9999994810297249,4.101672094764462e-55,5.18971102534435e-07
2019-02-21,1,6.309432786828255e-43,0.9999984938397094,2.6191500692432565e-52,1.5061603404772385e-06
2019-02-22,1,1.0460172125248828e-42,0.999998336013525,2.868363115515749e-51,1.6639864004621004e-06
2019-02-25,1,1.7491334266220071e-43,0.999999781279281,6.832117960543103e-60,2.1872147351888228e-07
2019-02-26,1,6.84542289456538e-44,0.9999997524428488,2.860700339847751e-62,2.475575267264819e-07
2019-02-28,1,1.75683355358035e-41,0.9999999980773282,5.2454417561096194e-55,1.9217961372545953e-09
2019-03-01,1,4.1152627014571814e-41,0.9999999923129508,2.826130642876027e-51,7.68780919728308e-09
2019-03-04,1,1.1219744212429357e-41,0.9999999988249328,2.5505730239517498e-58,1.175371123366253e-09
2019-03-05,1,1.7945287816158408e-43,0.999999999492502,1.4613749409480944e-58,5.070265990347012e-10
2019-03-06,1,2.8728860309927546e-45,0.9999999999636202,3.4604972137367813e-63,3.659806900853472e-11
2019-03-07,1,2.8920418426930845e-48,0.999999999990905,9.153889584652933e-64,9.812776761853897e-12
2019-03-08,1,2.538084207606778e-48,0.9999999998653948,9.590508083607706e-59,1.339821619678239e-10
2019-03-11,1,2.5079224190534773e-46,0.9999999974661478,1.3053954654245837e-53,2.533615788128711e-09
2019-03-12,1,4.2792933937423085e-44,0.9999999993960955,3.4505195767733844e-54,6.035257330915317e-10
2019-03-13,1,7.610419605170192e-44,0.999999999829015,5.566385606491331e-54,1.718645289908523e-10
2019-03-14,1,4.0091345097554516e-44,0.9999999997598934,2.828709006160445e-54,2.4016499952027797e-10
2019-03-15,1,6.461008935442283e-44,0.9999999998635758,1.2935045102699362e-53,1.3686830531863965e-10
2019-03-18,1,3.662027808542621e-43,0.9999999999890861,9.905738748524106e-55,1.0596577584320114e-11
2019-03-19,1,4.162592501001107e-44,0.999999999998181,2.751011434103601e-56,2.6331103137688252e-12
2019-03-20,1,2.6340925583149883e-48,0.999999999992724,4.909066404622962e-56,7.655609494385033e-12
2019-03-21,1,8.579148354820668e-48,0.9999999999381544,2.432404971695719e-63,6.125824674371356e-11
2019-03-22,1,3.543974065694001e-50,1.0,1.9264136334982224e-76,2.5391058169155755e-18
2019-03-25,1,3.2139135508672916e-58,1.0,1.0366052148315455e-67,1.310935159651707e-17
2019-03-26,1,1.7569700748956891e-56,1.0,3.342834781840652e-62,1.684970739612569e-13
2019-03-27,1,6.3120351818607556e-52,1.0,1.7443532280386796e-62,9.111731736697174e-16
2019-03-28,1,5.335850452609983e-54,1.0,4.355320901578376e-59,1.1222411203085103e-13
2019-03-29,1,3.355597813336721e-50,1.0,4.5518693417470496e-57,2.129724072633092e-13
2019-04-01,1,6.084656517206443e-45,0.999999999998181,1.0926172518491363e-56,1.1776089573265684e-12
2019-04-02,1,1.4192801466157976e-44,0.9999999999654392,8.932285311588172e-54,3.3972147080113055e-11
2019-04-03,1,2.867392389419262e-42,0.9999999999745341,1.664999551898028e-54,2.4559656916038288e-11
2019-04-04,1,3.787089124732386e-43,0.9999999995416147,4.439907806396956e-53,4.5832278903584794e-10
2019-04-05,1,5.239813367040628e-42,0.9999999926985765,2.743882602193944e-53,7.3007729044642465e-09
2019-04-08,1,3.282528539875184e-40,0.9999999999054126,1.4076478681364576e-58,9.430448183048117e-11
2019-04-09,1,3.736343740989372e-41,1.0,6.482092184551913e-66,1.4273294584840516e-14
2019-04-10,1,5.662074563831794e-45,1.0,1.6554101229897296e-66,1.401742514796936e-17
2019-04-11,1,1.1973586739006321e-47,1.0,6.894976305077711e-64,8.058105716947388e-17
2019-04-12,1,7.622267313338011e-47,1.0,1.0710251928215322e-60,1.4104589150378208e-15
2019-04-15,1,5.7144592031823914e-46,1.0,1.165431880209143e-60,3.8951129255086e-14
2019-04-16,1,6.777678783056236e-44,1.0,2.086340386757739e-55,3.0771521869651224e-13
2019-04-17,1,3.78706617764733e-43,0.9999999999745341,1.4624939431509643e-57,2.634434352888074e-11
2019-04-18,1,1.1773144104368522e-41,0.9999999999599822,4.407633359286306e-52,4.03718439553589e-11
2019-04-22,1,7.182395027107971e-41,0.9999999916562956,1.4789920925450486e-49,8.344433034293405e-09
2019-04-23,1,1.9784761497866692e-39,0.9999999121118929,1.36213886917946e-51,8.788779269471533e-08
2019-04-24,1,2.2357285409295192e-38,0.9999999978626875,2.6476060952492523e-56,2.13799977951958e-09
2019-04-25,1,3.6221180399946615e-39,0.9999999998672138,1.2273751568266522e-54,1.3201875402179036e-10
2019-04-26,1,1.0502653125400963e-42,0.9999999980518623,3.61559944488331e-53,1.9473482311420743e-09
2019-04-29,1,1.5055648689966416e-40,0.9999999997435225,3.336637524566197e-57,2.561749209396853e-10
2019-04-30,1,5.90900151612992e-35,1.0,2.5971726995907205e-57,1.3290294773217836e-14
2019-05-01,1,7.67684403721538e-37,1.0,3.613408163632988e-57,2.7160158596201878e-17
2019-05-02,1,6.04927935743196e-40,1.0,3.862027117855924e-53,4.236336842869034e-15
2019-05-03,1,8.137337305378398e-40,1.0,2.5763559060146484e-53,5.440756438181433e-13
2019-05-06,1,1.2819436910347668e-35,1.0,3.7993150202992097e-56,2.5443742405379168e-14
2019-05-07,1,1.372106131450816e-32,1.0,1.4263130195249072e-50,2.2338505135165478e-17
2019-05-08,1,1.7193633280605208e-37,1.0,2.0105325788219408e-46,1.4410387302955292e-14
2019-05-09,1,1.2078186460008214e-36,0.999999999994543,1.2647687538381994e-44,5.474660901987776e-12
2019-05-10,1,5.661716548861971e-36,0.9999999996161932,5.0700509215000405e-42,3.8377382976414957e-10
2019-05-13,1,4.45413928269182e-31,0.9999996243078182,2.9832173748705604e-33,3.7569232550446896e-07
2019-05-14,1,2.2865968067118466e-31,0.9999952832315384,1.3255949548722558e-37,4.716768312924602e-06
2019-05-15,1,1.830920364535471e-31,0.9999999568626672,4.831401753384605e-39,4.313654237384549e-08
2019-05-16,1,1.4459987286305106e-33,0.9999983853462556,1.2805039194235175e-38,1.6146537442467031e-06
2019-05-17,1,1.0458148053119825e-31,0.9999993292278735,6.202450852142466e-39,6.70772552248764e-07
2019-05-20,1,2.2683429019176764e-36,0.9999748706806414,7.045847675154407e-39,2.5129319333230834e-05
2019-05-21,1,3.669168816848895e-35,0.9999728971468708,9.116561916115197e-40,2.710285237224747e-05
2019-05-22,1,1.5050836711462202e-35,0.9999504425233807,1.7284001945651931e-38,4.955747723651062e-05
2019-05-23,1,1.9179385843524758e-34,0.9999250503045768,5.2518955373927165e-37,7.494969535144292e-05
2019-05-24,1,3.650941598849781e-34,0.999891892571739,1.213312557374757e-37,0.00010810742904288014
2019-05-28,1,5.3322251276023425e-34,0.9999311315291726,6.442641954293416e-40,6.886847002016147e-05
2019-05-29,1,3.8122220810443523e-35,0.9999362215624668,1.2090136318472732e-37,6.377843800949477e-05
2019-05-30,1,1.3644761370210075e-36,0.9999810488838597,2.427703036121232e-43,1.8951116363337943e-05
2019-05-31,1,7.267159690658345e-30,0.9999999993033271,1.830983864135822e-42,6.963161751137311e-10
2019-06-03,1,2.7589235584429075e-36,0.9999999994233804,1.4459104453983265e-40,5.766717545244211e-10
2019-06-04,1,5.486880326192322e-37,0.9999999981355359,1.1224732357389466e-38,1.863914703325926e-09
2019-06-05,1,1.68771636747922e-35,0.9999965977316275,4.541312555611472e-38,3.4022687841891885e-06
2019-06-06,1,8.317100559607933e-32,0.9999962329473432,5.627255430929894e-40,3.7670518532058244e-06
2019-06-07,1,5.480170161598539e-30,0.9999964343669394,1.7707429921298404e-40,3.565633235535122e-06
2019-06-10,1,1.3474986580532958e-29,0.9999967276179514,3.4636612874616315e-41,3.2723817313871785e-06
2019-06-11,1,1.692976463566458e-29,0.9999986318953497,8.113953961417143e-42,1.3681053530336428e-06
2019-06-12,1,1.4238783914891696e-29,0.9999938941295985,4.3913391251557576e-39,6.105870671952342e-06
2019-06-13,1,2.374665842825391e-29,0.999990850383277,1.6903954534770576e-38,9.149616255538663e-06
2019-06-14,1,7.624116139062594e-30,0.9999910214285762,2.934123308382307e-38,8.978570642946613e-06
2019-06-17,1,4.379117320620977e-29,0.9999740539370587,1.6878927571538293e-40,2.594606294197762e-05
2019-06-18,1,4.586159880512587e-28,0.9999951172095345,9.227599065014354e-44,4.8827901193370585e-06
2019-06-19,1,8.923137201030347e-32,0.9999771903112854,1.4969036265739607e-38,2.2809689581483523e-05
2019-06-20,1,1.4310943178020862e-29,0.9999782986550694,1.154774625905919e-41,2.1701344796387962e-05
2019-06-21,1,1.9982549492735624e-29,0.999988316659294,4.269188738980924e-39,1.1683340662442843e-05
2019-06-24,1,1.5425230694268689e-30,0.9999887088416372,9.59013191734457e-40,1.1291157607698726e-05
2019-06-25,1,2.8664866119195108e-30,0.999940400742025,2.048739976382448e-38,5.959925733517558e-05
2019-06-26,1,2.1007723676983962e-29,0.9999555127633919,1.3940654554588839e-39,4.448723660300607e-05
2019-06-27,1,3.180752510264157e-30,0.9999580185421476,3.965360391335577e-41,4.198145857084288e-05
2019-06-28,1,1.3076736141590903e-30,0.9999708191391061,4.250171523517975e-46,2.9180861049858413e-05
2019-07-01,1,1.8289714158699032e-29,0.9999980335779818,1.1055275291749781e-46,1.9664221158028536e-06
2019-07-02,1,2.134550886760064e-31,0.9999958922337796,7.632734661801484e-48,4.107766989848127e-06
2019-07-03,1,5.886623688907808e-30,0.9999993246185575,8.391326576046825e-51,6.75382045274725e-07
2019-07-08,1,1.8802373621029477e-30,0.9999998677340133,3.1876031218242335e-52,1.3226604346744866e-07
2019-07-09,1,3.689387764328518e-31,0.9999997044797492,2.4869242806475916e-52,2.955210125019426e-07
2019-07-10,1,1.906574524440163e-30,0.9999999782139641,1.295018278551915e-47,2.178601577312616e-08
2019-07-11,1,1.474634719420341e-33,0.9999999869123714,9.978389123826741e-46,1.3087835675254588e-08
2019-07-15,1,8.614096694458097e-34,0.9999999873289199,7.98664898303884e-44,1.2670739438961785e-08
2019-07-16,1,1.9748929493746846e-33,0.9999999831889,6.283070181861934e-44,1.681029683292178e-08
2019-07-17,1,4.6352594261227565e-33,0.9999999914434738,6.367831514854866e-46,8.557351527169826e-09
2019-07-18,1,2.6031990821156546e-43,0.9999998602870717,5.151174000291871e-41,1.3971244568444778e-07
2019-07-19,1,1.3777988431751662e-41,0.9999998520033951,3.139658572809815e-44,1.4799724116409196e-07
2019-07-22,1,3.982838648165185e-42,0.9999998469429674,1.0847981103475374e-42,1.5305782104244176e-07
2019-07-23,1,5.996125077725775e-42,0.9999998748662698,6.781132456717688e-43,1.251337296499447e-07
2019-07-24,1,3.2288086481154273e-40,0.9999999977117113,1.9671512434128115e-47,2.2883992755914472e-09
2019-07-25,1,3.810118264547039e-43,0.999999914789445,2.367337967425154e-45,8.521062306555485e-08
2019-07-26,1,5.831661859591845e-42,0.9999999147512463,9.902695162819777e-46,8.52487916548134e-08
2019-07-29,1,1.7074654498703058e-41,0.9999999764986571,5.287327260444935e-49,2.3501506578425948e-08
2019-07-30,1,1.5882596287140476e-41,0.9999999678075261,6.870637793898522e-53,3.219199738546391e-08
2019-07-31,1,1.0959006354854822e-32,0.9999999999890861,2.9279366522483805e-63,1.0702212902145164e-11
2019-08-01,1,8.768155060446854e-37,0.999999999992724,7.465957598429146e-63,6.600672899959728e-12
2019-08-02,1,3.845321305779389e-37,0.999999999996362,1.0389085602050692e-63,3.705490758528117e-12
2019-08-05,1,1.2874206829204522e-35,1.0,2.4687812041585127e-53,5.603880396016072e-14
2019-08-06,1,8.44391342511377e-40,1.0,5.772187809345263e-59,4.727054058848851e-13
2019-08-07,1,1.0774070281770059e-38,1.0,1.0753043493689595e-56,2.208011021243729e-13
2019-08-08,1,3.827428332811323e-39,1.0,1.0624239020167883e-60,2.0400445968200224e-13
2019-08-09,1,2.3990775883145964e-38,1.0,3.84256319495291e-61,5.694015454956422e-13
2019-08-12,1,5.982957151184471e-37,1.0,1.5890103612705917e-63,2.162330617136017e-14
2019-08-13,1,2.749448976769444e-38,1.0,2.061826308201127e-67,1.851513761123567e-15
2019-08-14,1,2.2691219005556027e-39,1.0,1.4894725843669956e-63,5.647742969685536e-16
2019-08-15,1,8.01607154324619e-41,1.0,1.0837138379558636e-61,9.356202049609327e-15
2019-08-16,1,8.402382105244302e-39,1.0,2.4370249768005048e-59,2.896633271312048e-14
2019-08-19,1,2.0131650362312065e-39,1.0,4.976123421378357e-63,6.434395121435514e-14
2019-08-20,1,3.8305447226941876e-35,1.0,9.314268509199657e-66,1.3707071311529317e-15
2019-08-21,1,2.3076184446447385e-36,1.0,2.1895699915168066e-68,4.739840343069742e-17
2019-08-22,1,2.9957955331080063e-37,1.0,7.836810073746961e-71,1.3770014951853459e-17
2019-08-23,1,1.0939799459880304e-37,1.0,8.185619643989283e-71,9.84000254997469e-18
2019-08-26,1,3.226447370503132e-38,1.0,4.288792539330804e-74,1.0895471092376828e-17
2019-08-27,1,2.374484440720726e-37,1.0,1.1935569224254068e-73,9.195725134106654e-20
2019-08-28,1,1.1061174658697277e-39,1.0,1.5891611030115778e-73,4.829866633500735e-19
2019-08-29,1,5.6273590889143426e-39,1.0,1.2045939014384907e-72,7.602980689215519e-19
2019-08-30,1,2.3521771610876965e-39,1.0,4.733104150239307e-73,1.0802935770593244e-17
2019-09-03,1,6.358128788292751e-38,1.0,6.620784067056996e-70,2.8131566456564137e-18
2019-09-04,1,3.6816075461933116e-39,1.0,7.297276322533107e-66,9.821114793535653e-17
2019-09-05,1,7.600036248033614e-37,1.0,7.265885882257314e-69,2.13839340392802e-17
2019-09-06,1,2.5825115358058466e-37,1.0,1.8016803824433973e-65,1.1917967655868905e-18
2019-09-09,1,5.372999347917296e-38,1.0,4.532459567253183e-65,4.4850337318881713e-17
2019-09-10,1,6.61130203644151e-36,1.0,2.6539775364331887e-64,8.262615731420065e-17
2019-09-11,1,5.503298402353703e-36,1.0,3.7944057696656094e-63,1.0244719821701268e-16
2019-09-12,1,4.1825594163847706e-36,1.0,4.918407612855021e-62,4.0132816880450113e-17
2019-09-13,1,1.4117158069130892e-36,1.0,1.0296711332174841e-57,1.9836047000118072e-16
2019-09-16,1,1.1467664725445288e-34,1.0,1.693191738489172e-63,2.2557472424751147e-15
2019-09-17,1,3.7712292795486208e-34,1.0,2.9302116468858917e-65,7.153062612028781e-17
2019-09-18,1,2.2368961744230616e-36,1.0,5.016530759537632e-65,1.1272078406768084e-19
2019-09-19,1,2.137075103025147e-39,1.0,4.684769523586176e-64,3.028295537162535e-18
2019-09-20,1,1.3055779404195501e-37,1.0,1.4532141088084528e-65,8.264204137732603e-18
2019-09-23,1,2.248769233762901e-37,1.0,1.0869512018001842e-63,5.210976861471105e-18
2019-09-24,1,5.716895657439773e-38,1.0,4.544698476203155e-68,1.5932048319019882e-16
2019-09-25,1,3.597578010623107e-36,1.0,2.6921241711679264e-63,8.2656890068921e-17
2019-09-26,1,3.434416398029799e-36,1.0,3.7990809071821334e-61,3.7516709992248275e-17
2019-09-27,1,9.010494027670177e-37,1.0,4.625110642815693e-72,1.2900744682140355e-15
2019-09-30,1,7.021759268919196e-35,1.0,1.1206372076147175e-93,1.9290039234494423e-26
2019-10-01,1,1.1349942133094304e-45,1.0,1.9569825402051202e-93,7.118243510922336e-27
2019-10-02,1,1.3884744272107574e-46,1.0,1.4128247835107641e-87,4.5195023439530735e-28
2019-10-03,1,1.503136766033711e-48,1.0,1.93423030823273e-84,2.4926718067550153e-28
2019-10-04,1,1.562412382609784e-48,1.0,2.223793707877123e-84,9.816941860947939e-30
2019-10-07,1,8.86286944167193e-50,1.0,1.375407197500978e-87,6.515665746941651e-29
2019-10-08,1,3.699986747840087e-49,1.0,1.301384465434026e-85,3.559643079868281e-28
2019-10-09,1,4.9965993569653463e-48,1.0,9.228983991299069e-85,1.8259431514767827e-27
2019-10-10,1,4.1348068774349303e-47,1.0,2.6619324176951785e-83,5.80558187124622e-27
2019-10-11,1,3.21435482372525e-46,1.0,1.8925713791610705e-86,1.2634221987014024e-26
2019-10-14,1,8.60760335269428e-46,1.0,3.4657073077088757e-82,1.2176969763490964e-28
2019-10-15,1,3.609386989119486e-48,1.0,8.253334285527975e-83,1.0800458968792714e-27
2019-10-16,1,2.1839826444404463e-47,1.0,4.18195059098526e-83,7.218586606780928e-28
2019-10-17,1,2.409721725383409e-47,1.0,8.859759211695733e-81,3.254870077275277e-29
2019-10-18,1,1.8945617925796152e-53,1.0,3.577286913162673e-83,1.3800872720474245e-27
2019-10-21,1,2.0444948430233226e-51,1.0,1.6539889530855952e-83,1.2029135929029391e-27
2019-10-22,1,9.48015534664521e-52,1.0,1.7242372532188137e-84,2.521857657600477e-27
2019-10-23,1,3.048888637919586e-51,1.0,2.363944511620856e-84,3.4844358784510084e-28
2019-10-24,1,8.807344459271218e-52,1.0,1.4131997821415495e-85,2.654322135209219e-29
2019-10-25,1,1.7101525350925385e-52,1.0,5.148687561872604e-73,3.108231821268656e-31
2019-10-28,1,4.368802805993871e-54,1.0,2.0834866902655941e-78,4.2682325852766595e-19
2019-10-29,1,5.411063561908402e-42,1.0,5.194915400488948e-91,1.227756146786575e-19
2019-10-30,1,8.656111305143405e-44,1.0,1.917436971105556e-66,6.451878752674213e-33
2019-10-31,1,1.2328389617477522e-57,1.0,9.300938985492283e-60,1.0636758766904676e-14
2019-11-01,1,1.1553838085381705e-39,1.0,3.312603447898488e-57,9.708973590723084e-16
2019-11-04,1,4.196378666404536e-39,1.0,8.924914250578324e-61,2.9301955361802074e-14
2019-11-05,1,2.0285280640623869e-38,1.0,3.912886521306982e-59,6.13567084573577e-14
2019-11-06,1,2.017620847001949e-38,1.0,1.2765769727162279e-58,2.549692852523256e-15
2019-11-07,1,1.8099691654588064e-39,1.0,2.958787908091829e-58,6.056399481760487e-15
2019-11-08,1,2.1673623075617276e-40,1.0,9.545035830606228e-55,1.1768412470228797e-15
2019-11-11,1,1.0240518864766048e-39,1.0,1.1576907390161232e-55,1.444197988120789e-14
2019-11-12,1,1.9731690677810884e-38,1.0,2.9221900069760162e-58,5.719433522479503e-15
2019-11-13,1,4.2072022698307216e-39,1.0,8.518086401705671e-59,3.5750865871769635e-15
2019-11-14,1,4.237928213393625e-39,1.0,1.5561080976731741e-62,1.1225019537207725e-15
2019-11-15,1,4.789136879737004e-39,1.0,3.498202393725714e-61,1.0589429237971665e-18
2019-11-18,1,1.3235283395847554e-41,1.0,1.3066907254226442e-62,7.814211052623982e-18
2019-11-19,1,5.952782616017299e-32,1.0,8.619727347591105e-60,1.8315061060654274e-17
2019-11-20,1,2.0833325542373176e-31,1.0,2.537260238650762e-59,7.078631614634757e-19
2019-11-21,1,1.8784632288091182e-32,1.0,3.3166964184224963e-60,7.634032976168175e-19
2019-11-22,1,3.310694422798819e-33,1.0,2.7324180104855427e-60,1.9240644072546927e-19
2019-11-25,1,1.9313983591681094e-34,1.0,1.546296557491409e-62,1.020772217085175e-19
2019-11-26,1,1.8322496366427734e-35,1.0,1.9024554391390615e-68,2.265628655805188e-20
2019-11-27,1,5.2518586020334095e-36,1.0,1.7399799790083292e-54,1.649209575001167e-27
2019-11-29,1,1.3702466380658592e-42,1.0,8.684951360395608e-57,7.080284303227074e-17
2019-12-02,1,5.8424286795547974e-31,1.0,1.6341693144159256e-59,3.2479515155936625e-14
2019-12-03,1,2.2019793372487424e-27,1.0,9.666100763530135e-62,5.404985157003558e-16
2019-12-04,1,1.1504329095170021e-28,1.0,1.558044035748694e-59,1.1158255627725019e-17
2019-12-05,1,3.7162560401979e-31,1.0,2.0271782992857135e-56,2.465383840483433e-17
2019-12-06,1,3.282442497077073e-32,1.0,4.0631035830186474e-55,4.781146566502266e-16
2019-12-09,1,1.940127646178031e-30,1.0,5.413290232470893e-61,1.713556390836266e-14
2019-12-10,1,7.216834305143068e-29,1.0,3.086845877782519e-63,1.8568024116858512e-14
2019-12-11,1,1.859466011594453e-29,1.0,1.957913903486518e-65,2.2094914852737127e-17
2019-12-12,1,2.4115438068626067e-32,1.0,2.9415238340498865e-63,1.545131223070867e-16
2019-12-13,1,1.3479971616075965e-30,1.0,1.67376396714326e-64,7.027409662339948e-18
2019-12-16,1,3.846394630821762e-32,1.0,1.1691765065322228e-61,1.2612631129946662e-17
2019-12-17,1,4.332733960321261e-33,1.0,3.1356832307508696e-61,1.1395993805102086e-17
2019-12-18,1,3.08621977524618e-35,1.0,2.9208376579568774e-60,1.0247744725391735e-15
2019-12-19,1,1.2054717178387876e-33,1.0,1.5237678340781885e-57,2.1609471514207268e-14
2019-12-20,1,5.503784196100063e-32,1.0,2.2474519679769804e-59,7.145848444986124e-15
2019-12-23,1,1.2081746993243824e-31,1.0,2.330237422275994e-60,5.008595488765679e-15
2019-12-24,1,1.2001128993030785e-31,1.0,2.3680413386799362e-58,5.904344285290013e-15
2019-12-26,1,5.1245091200008135e-31,1.0,3.5587063019061e-57,2.1623722592261924e-14
2019-12-27,1,3.832251480322495e-30,1.0,3.0182699128142857e-55,3.9490011728049424e-13
2019-12-30,1,5.652566030353667e-29,0.9999999999799911,2.8892433028131024e-54,2.0080432230216892e-11
2019-12-31,1,1.6638897971149386e-28,0.999999999992724,3.052151302257807e-49,7.853248605038475e-12
2020-01-02,1,1.4378060150733594e-29,0.9999999999672582,1.4900211382539838e-47,3.218119202954888e-11
2020-01-03,1,2.9612980321585103e-26,0.9999999998781277,2.354541753748951e-50,1.2262835278971644e-10
2020-01-06,1,1.5590737515199923e-25,0.9999999996998667,3.5970560160178737e-51,2.99329368077799e-10
2020-01-07,1,8.196825370685819e-26,0.9999999996325641,2.347186154555182e-48,3.6809663407630845e-10
2020-01-08,1,5.1280031406103015e-27,0.9999999990905053,1.523482176860265e-49,9.090356863375781e-10
2020-01-09,1,5.031817968324192e-28,0.9999999997035047,1.2111045054794343e-49,2.9580502660694005e-10
2020-01-10,1,4.3796146026918995e-28,0.9999999994615791,2.972079980023674e-53,5.385227573469272e-10
2020-01-13,1,8.34090272859042e-27,0.999999999992724,1.312579818079123e-50,6.8431388036156606e-12
2020-01-14,1,1.1598060660396265e-27,0.9999999972733349,1.1225740243087778e-54,2.727046611268884e-09
2020-01-15,1,2.131379567924505e-25,0.9999999994470272,1.7523035414685313e-60,5.524672600483209e-10
2020-01-16,1,2.7013981458303126e-27,0.9999999999854481,1.942371579161976e-55,1.4535772455690027e-11
2020-01-17,1,3.170690437590941e-31,0.9999999999072315,1.4978777655791987e-57,9.29399685645173e-11
2020-01-21,1,1.9812710545959401e-22,1.0,1.3505265606557823e-58,4.3176735236174245e-14
2020-01-22,1,2.2195435922662953e-25,1.0,1.7251193130296312e-54,2.593587175355333e-16
2020-01-23,1,1.63878087537181e-27,1.0,3.403501814646237e-58,2.2143244187612976e-16
2020-01-24,1,9.47645494398883e-25,1.0,8.735565270273772e-63,8.829884677289559e-20
2020-01-27,1,6.25409824223319e-23,1.0,1.7733536671637386e-54,2.055780277453728e-27
2020-01-28,1,1.165939719045742e-26,1.0,3.5198154986106974e-57,7.767206981454868e-21
2020-01-29,1,7.348159013547901e-28,1.0,8.498096532681047e-58,1.5648788811349472e-22
2020-01-30,1,3.8213041121781076e-31,1.0,4.367871335691238e-49,3.983767343465556e-23
2020-01-31,1,2.2840483675269486e-36,1.0,1.8921677031268083e-42,2.5693548727613285e-14
2020-02-03,1,1.9014131384551933e-30,1.0,5.11037191534011e-43,4.74424155571154e-13
2020-02-04,1,1.5543296969511162e-31,0.9999999999854481,9.507363272771356e-43,1.389683490711815e-11
2020-02-05,1,2.408002996550763e-32,0.999999999996362,1.1293764540462636e-42,4.1946751102874535e-12
2020-02-06,1,7.834579174595082e-33,0.9999999999690772,1.0961556227164251e-45,3.120825084541769e-11
2020-02-07,1,1.7766788401252522e-31,0.999999999998181,2.1712656024690588e-47,1.8435269723863877e-12
2020-02-10,1,6.323814545105173e-33,0.9999999999690772,1.2606626274799145e-47,3.0474838282576e-11
2020-02-11,1,6.604164868365819e-31,0.9999999999727152,1.522847273972363e-46,2.7689621667890207e-11
2020-02-12,1,3.990750525432901e-31,0.9999999989267963,5.676550611044151e-48,1.0740786507852333e-09
2020-02-13,1,1.1117330088998304e-28,0.9999999996416591,1.404240020151724e-50,3.576431030796491e-10
2020-02-14,1,3.215195536306183e-29,0.9999999996689439,1.3821081645585996e-48,3.3096839451442164e-10
2020-02-18,1,4.178956559980436e-36,0.9999999991032382,2.223051646478342e-56,8.971551746449473e-10
2020-02-19,1,1.7595540135533206e-36,0.9999999983865564,1.8047886150006887e-53,1.6128759867840928e-09
2020-02-20,1,8.170672271333647e-36,0.999999999650754,3.297592665280631e-55,3.4912111899008025e-10
2020-02-21,1,7.102081378762138e-35,0.9999999998653948,3.7846445760210686e-59,1.3429750641231095e-10
2020-02-24,1,5.214225530422689e-32,1.0,1.2993053210500785e-50,1.8893033799631307e-14
2020-02-25,1,8.345890450371036e-39,0.9999999999290594,8.92327176492459e-48,7.075288083733791e-11
